#  FIFO    SPPIFO  SPPIFOFIXED Fixed_queue_bounds
0   0   0   0   0
1   5402   71   61   80
2   6864   108   91   142
3   7664   164   34   0
4   8158   141   46   96
5   8233   142   90   170
6   8409   116   35   0
7   8811   93   41   79
8   8783   79   74   179
9   8813   73   60   0
10   8910   76   51   99
11   8918   56   85   168
12   9113   42   63   0
13   9226   41   68   87
14   9165   34   94   175
15   9228   22   97   0
16   9279   29   51   104
17   9336   23   98   207
18   9276   18   86   0
19   9424   26   66   102
20   9497   26   84   248
21   9375   25   111   0
22   9408   19   70   120
23   9489   22   112   232
24   9349   23   122   0
25   9444   13   91   139
26   9482   22   119   256
27   9681   32   154   0
28   9345   32   102   133
29   9550   39   138   277
30   9362   36   187   0
31   9649   37   134   154
32   9401   46   156   303
33   9593   44   212   0
34   9544   45   189   203
35   9501   46   195   331
36   9484   56   251   0
37   9539   49   173   190
38   9527   67   225   339
39   9406   55   333   0
40   9486   55   227   210
41   9697   67   257   402
42   9466   86   381   0
43   9526   72   324   247
44   9504   79   293   463
45   9581   70   440   0
46   9630   102   404   268
47   9505   91   326   497
48   9703   100   456   0
49   9354   112   459   280
50   9736   118   420   541
51   9392   153   483   0
52   9438   173   545   339
53   9824   165   439   645
54   9515   180   596   0
55   9621   176   654   369
56   9547   192   523   722
57   9632   192   722   0
58   9616   225   776   436
59   9709   222   608   810
60   9482   247   824   0
61   9551   301   804   494
62   9715   309   683   939
63   9638   351   937   0
64   9709   357   1021   588
65   9704   423   829   1043
66   9493   447   1074   0
67   9596   494   1214   665
68   9565   585   870   1222
69   9742   629   1186   0
70   9557   623   1259   797
71   9689   703   1215   1451
72   9693   780   1389   0
73   9579   885   1417   916
74   9572   943   1405   1641
75   9816   1083   1563   0
76   9642   1197   1568   1224
77   9626   1330   1674   2070
78   9494   1437   1971   0
79   9723   1600   1644   1479
80   9613   1634   1944   2450
81   9474   1939   2333   0
82   9642   2118   2199   1799
83   9591   2250   2048   2982
84   9425   2435   2726   0
85   9544   2530   2777   2298
86   9642   2759   2522   3439
87   9551   2914   2760   0
88   9755   3109   2961   2568
89   9759   3270   3075   3924
90   9813   3413   3318   0
91   9624   3567   3200   2993
92   9648   3705   2877   4288
93   9437   3825   3245   0
94   9612   3954   3675   2070
95   9640   4185   2943   3151
96   9713   4260   2530   3735
97   9861   4301   3431   4191
98   9658   4373   4162   4463
99   9523   4434   4727   4661
