#  FIFO    SPPIFO    PIFO    Fixed_queue_bounds    PACKS
0   66   0   0   0   0
1   80   0   0   0   0
2   73   0   0   0   1
3   61   0   0   0   1
4   73   0   0   0   0
5   74   0   0   0   0
6   66   0   0   0   0
7   61   0   0   0   0
8   73   0   0   0   1
9   62   0   0   0   1
10   74   0   0   0   1
11   65   0   0   0   0
12   57   0   0   0   0
13   61   0   0   0   3
14   61   0   0   0   1
15   70   0   0   0   1
16   67   0   0   0   0
17   76   0   0   0   1
18   64   0   0   0   1
19   63   0   0   0   3
20   76   0   0   0   3
21   74   0   0   0   1
22   64   0   0   0   2
23   72   0   0   0   4
24   58   0   0   0   0
25   73   0   0   0   1
26   78   0   0   0   2
27   66   0   0   0   1
28   72   0   0   0   1
29   72   0   0   0   2
30   63   0   0   0   2
31   55   0   0   0   2
32   51   0   0   0   6
33   74   0   0   0   2
34   44   0   0   0   2
35   77   0   0   0   3
36   70   0   0   0   3
37   73   0   0   0   3
38   69   0   0   0   2
39   63   0   0   0   4
40   63   0   0   0   4
41   56   0   0   0   3
42   59   0   0   0   6
43   66   0   0   0   8
44   65   0   0   0   3
45   58   0   0   0   6
46   61   0   0   0   7
47   74   0   0   0   9
48   65   0   0   0   8
49   50   0   0   0   11
50   63   1   0   0   8
51   66   2   0   0   14
52   57   1   0   0   13
53   66   3   0   0   13
54   75   2   0   0   11
55   61   5   0   0   14
56   69   4   0   0   17
57   72   5   0   0   28
58   56   11   0   0   20
59   51   15   0   0   32
60   70   17   0   0   35
61   60   25   0   0   34
62   47   27   0   0   41
63   57   31   0   0   57
64   66   40   0   0   53
65   67   62   0   0   64
66   78   52   0   0   51
67   72   92   0   0   55
68   51   123   0   0   83
69   60   118   0   6   94
70   60   155   0   4   101
71   79   175   0   5   128
72   56   193   0   8   139
73   74   240   0   10   166
74   45   251   0   6   195
75   59   333   0   15   203
76   55   363   0   14   229
77   70   418   0   17   247
78   70   507   0   51   280
79   58   546   0   33   292
80   72   610   0   51   332
81   52   713   0   126   355
82   59   753   0   129   392
83   68   878   0   105   456
84   82   929   0   263   445
85   60   1043   0   284   496
86   79   1157   0   285   558
87   61   1261   0   704   594
88   72   1454   0   705   653
89   78   1537   0   719   690
90   49   1586   0   1276   716
91   62   1731   0   1301   766
92   91   1960   77   1334   870
93   66   1925   76   4051   915
94   62   2163   317   4022   1017
95   55   2239   631   3982   1075
96   78   2463   973   3950   1248
97   71   2526   1596   4030   1366
98   70   2595   2647   3859   1538
99   74   2671   3501   4081   1828
