#  FIFO    SPPIFO    PIFO    Fixed_queue_bounds    PACKS
0   261   0   0   0   29
1   253   0   0   0   30
2   278   0   0   0   35
3   259   0   0   0   46
4   272   0   0   0   36
5   246   0   0   0   31
6   277   0   0   0   37
7   275   0   0   0   30
8   259   0   0   0   32
9   252   0   0   0   36
10   265   0   0   0   33
11   259   0   0   0   40
12   257   0   0   0   38
13   268   0   0   0   30
14   288   0   0   0   21
15   262   0   0   0   39
16   265   0   0   0   33
17   228   1   0   0   37
18   254   4   0   0   46
19   264   3   0   0   41
20   277   2   0   0   53
21   266   2   0   0   44
22   259   9   0   0   48
23   264   8   0   0   49
24   295   7   0   0   55
25   259   18   0   0   58
26   247   19   0   0   53
27   253   22   0   0   74
28   264   17   0   0   64
29   285   32   0   0   72
30   246   41   0   0   83
31   251   48   0   0   80
32   263   65   0   0   88
33   261   63   0   0   95
34   294   60   0   0   94
35   245   73   0   0   99
36   266   85   0   0   88
37   238   98   0   0   103
38   277   96   0   0   109
39   262   95   0   0   118
40   267   129   0   0   125
41   244   139   0   0   125
42   248   210   0   0   120
43   267   199   0   0   135
44   264   220   0   0   156
45   251   218   0   0   109
46   239   236   0   0   117
47   250   281   0   0   179
48   289   292   0   0   154
49   275   318   0   0   140
50   262   334   0   0   175
51   249   383   0   1   182
52   242   407   0   0   155
53   268   382   0   0   201
54   274   413   0   0   164
55   278   464   0   3   192
56   257   490   0   3   202
57   270   528   0   2   206
58   280   552   0   1   187
59   297   611   0   1   204
60   263   601   0   1   215
61   259   636   0   1   213
62   262   666   0   42   211
63   258   733   0   47   246
64   232   732   0   49   235
65   269   750   0   40   265
66   267   805   0   39   252
67   257   823   0   35   293
68   260   825   0   42   275
69   272   941   0   47   297
70   272   916   0   46   284
71   276   977   0   34   294
72   281   1069   0   43   327
73   274   1055   0   48   331
74   250   1047   0   48   291
75   281   1120   0   591   310
76   261   1209   0   574   332
77   255   1193   0   619   331
78   268   1200   0   672   368
79   250   1256   0   609   360
80   294   1281   0   630   340
81   265   1342   0   639   379
82   251   1378   0   563   426
83   251   1422   0   631   357
84   257   1466   33   619   417
85   254   1473   45   564   451
86   254   1522   118   595   462
87   266   1541   213   622   433
88   257   1651   299   3060   452
89   256   1679   379   3168   468
90   258   1728   437   3164   478
91   254   1782   596   3184   537
92   276   1728   927   3089   546
93   265   1793   1137   3116   584
94   277   1830   1470   3176   614
95   264   1851   2233   3203   611
96   269   1947   3009   3180   639
97   267   2008   3675   3187   696
98   275   2019   4419   3206   727
99   279   2158   5194   3086   784
