#  FIFO    AIFO    SPPIFO    PACKS    PIFO
0   25759   0   0   0   0
1   25631   0   0   0   0
2   25236   0   0   0   0
3   24347   0   0   0   0
4   23724   0   0   0   0
5   22216   1   0   0   0
6   21018   2   0   0   0
7   19600   6   0   9   0
8   18144   2   1   1   0
9   16733   1   2   6   0
10   14953   0   4   3   0
11   13378   1   3   3   0
12   12314   1   4   1   0
13   10711   1   2   1   0
14   9495   1   10   1   0
15   8240   0   9   3   0
16   7203   2   17   0   0
17   6057   3   15   1   0
18   5207   4   17   1   0
19   4414   1   11   0   0
20   3629   1   9   1   0
21   3025   1   13   4   0
22   2449   0   10   0   0
23   2024   1   11   1   0
24   1599   0   7   0   0
25   1227   1   1   0   0
26   977   0   4   1   0
27   745   0   4   0   0
28   621   0   10   0   0
29   499   1   5   1   0
30   380   1   1   0   0
31   281   0   4   0   0
32   198   1   1   0   0
33   155   0   0   0   0
34   129   0   0   0   0
35   92   0   0   0   0
36   61   0   0   0   0
37   58   0   0   0   0
38   30   0   0   0   0
39   16   0   1   0   0
40   21   0   0   0   0
41   12   0   1   0   0
42   4   0   0   0   0
43   5   0   0   0   0
44   2   0   0   0   0
45   0   0   0   0   0
46   1   0   0   0   0
47   2   0   0   0   0
48   1   0   0   0   0
49   0   0   0   0   0
50   0   0   0   0   0
51   0   0   0   0   0
52   1   0   0   0   0
53   0   0   0   0   0
54   0   0   0   0   0
55   0   0   0   0   0
56   0   0   0   0   0
57   2   0   0   0   0
58   1   0   0   0   0
59   3   0   0   0   0
60   1   0   0   0   0
61   3   0   0   0   0
62   4   0   0   0   0
63   7   0   0   0   0
64   20   0   0   0   0
65   26   0   1   0   0
66   46   0   0   0   0
67   64   0   0   0   0
68   85   0   1   0   0
69   134   0   4   0   0
70   190   0   9   0   0
71   277   0   6   0   0
72   431   0   17   2   0
73   577   0   24   2   0
74   734   0   20   0   0
75   956   0   33   0   0
76   1307   0   74   0   0
77   1647   1   115   0   0
78   2151   1   167   3   0
79   2676   1   265   2   0
80   3373   1   377   5   0
81   4257   1   569   4   0
82   5056   0   833   2   0
83   6036   2   1267   9   0
84   7353   4   1865   3   0
85   8493   6   2835   14   0
86   10120   15   3840   23   0
87   11750   17   5619   60   0
88   13094   30   8025   122   0
89   14542   76   11113   195   0
90   16137   174   15366   471   0
91   17842   400   20959   827   0
92   19576   952   28235   1837   0
93   20926   2354   36857   3894   0
94   22223   5710   47145   8842   0
95   23557   14690   59923   20271   0
96   24181   40860   74732   49085   0
97   24985   115191   91007   114270   84268
98   25886   224587   109168   211080   281114
99   25918   268134   128693   265508   283889
