#  FIFO    AIFO    SPPIFO    PACKS    PIFO    Fixed_queue_bounds
0   6447   0   0   0   0   0
1   6378   0   0   0   0   0
2   6420   0   0   0   0   0
3   6510   0   0   0   0   0
4   6545   0   0   0   0   0
5   6451   0   0   0   0   0
6   6578   0   0   0   0   0
7   6494   0   0   0   0   0
8   6421   0   0   0   0   0
9   6424   0   0   0   0   0
10   6436   0   0   0   0   0
11   6598   0   0   0   0   0
12   6585   0   0   0   0   0
13   6486   0   0   0   0   0
14   6437   0   0   0   0   0
15   6466   0   0   0   0   0
16   6374   0   0   0   0   0
17   6630   0   0   0   0   0
18   6555   0   0   0   0   0
19   6486   0   1   0   0   0
20   6452   0   1   0   0   0
21   6457   0   0   0   0   0
22   6364   0   1   0   0   0
23   6415   0   3   0   0   0
24   6390   0   5   0   0   0
25   6440   0   2   0   0   0
26   6689   0   8   0   0   0
27   6349   0   8   0   0   0
28   6608   0   9   0   0   0
29   6394   0   26   0   0   0
30   6436   0   18   0   0   0
31   6599   0   18   0   0   0
32   6415   0   27   0   0   0
33   6554   0   38   0   0   0
34   6606   0   52   0   0   0
35   6375   0   60   0   0   0
36   6483   0   87   0   0   0
37   6468   0   109   0   0   0
38   6360   0   141   0   0   0
39   6421   0   184   0   0   0
40   6496   0   204   0   0   0
41   6605   0   213   0   0   0
42   6612   0   250   0   0   0
43   6464   0   308   0   0   0
44   6432   0   375   0   0   0
45   6337   0   377   0   0   0
46   6441   0   468   0   0   0
47   6518   0   576   1   0   0
48   6621   0   631   0   0   0
49   6486   0   733   2   0   0
50   6566   0   822   1   0   0
51   6361   0   888   2   0   0
52   6459   0   1100   2   0   0
53   6469   0   1217   0   0   0
54   6549   2   1305   5   0   0
55   6630   2   1567   2   0   0
56   6423   4   1660   7   0   0
57   6509   3   1802   10   0   0
58   6443   6   2108   12   0   0
59   6431   8   2293   17   0   0
60   6492   12   2565   17   0   0
61   6549   14   2828   26   0   0
62   6413   20   3140   38   0   0
63   6557   29   3357   51   0   0
64   6554   29   3830   57   0   0
65   6706   50   3987   80   0   0
66   6547   53   4465   94   0   0
67   6679   73   4902   161   0   0
68   6600   88   5365   213   0   0
69   6419   108   5709   280   0   0
70   6517   139   6357   322   0   0
71   6557   178   6671   435   0   0
72   6552   265   7348   528   0   0
73   6425   385   7916   692   0   0
74   6499   483   8474   852   0   0
75   6584   605   9306   986   0   0
76   6536   759   9920   1396   0   0
77   6545   963   10700   1700   0   0
78   6424   1259   11450   2201   0   0
79   6450   1635   12167   2742   0   0
80   6474   2256   13167   3437   0   0
81   6573   3150   14203   4151   0   0
82   6529   4110   15146   5314   0   0
83   6353   5419   16192   6737   0   0
84   6477   7173   17297   8463   0   40359
85   6447   9199   18745   10522   0   40875
86   6390   12076   19505   13318   0   40770
87   6433   15458   20859   17022   0   40292
88   6458   20265   22001   20840   0   40320
89   6537   26059   23511   25742   0   40486
90   6503   33508   24982   32293   6952   40757
91   6492   41014   26161   38842   69892   40592
92   6425   47591   27652   45610   71510   41162
93   6463   54572   29120   51703   71043   40645
94   6562   58878   30927   56755   71419   40874
95   6516   62598   32943   61245   71438   40312
96   6493   64903   34091   64150   71319   40650
97   6627   67562   35860   67346   71957   40413
98   6581   68637   37676   68509   71759   40218
99   6485   70043   39150   69798   71982   40615
