#  FIFO    SPPIFO    PIFO    PACKS
0   0   0   0   0
1   22   0   0   2
2   21   0   0   4
3   24   0   0   0
4   19   0   0   1
5   16   0   0   3
6   29   0   0   6
7   22   0   0   3
8   31   0   0   0
9   34   0   0   6
10   27   0   0   4
11   19   0   0   2
12   28   0   0   3
13   38   0   0   3
14   33   0   0   5
15   34   0   0   1
16   34   0   0   2
17   45   0   0   5
18   36   0   0   5
19   46   1   0   9
20   39   2   0   4
21   44   0   0   9
22   44   1   0   3
23   44   0   0   3
24   60   0   0   6
25   52   1   0   7
26   53   0   0   3
27   51   1   0   7
28   57   1   0   3
29   71   0   0   11
30   51   4   0   5
31   78   5   0   10
32   71   5   0   11
33   86   5   0   7
34   70   4   0   5
35   86   8   0   6
36   74   8   0   10
37   76   9   0   11
38   115   11   0   14
39   100   10   0   8
40   96   12   0   15
41   110   24   0   11
42   73   14   0   17
43   94   25   0   17
44   102   23   0   16
45   117   30   0   28
46   127   37   0   19
47   131   42   0   17
48   122   56   0   17
49   122   44   0   31
50   135   54   0   22
51   160   57   0   25
52   149   70   0   25
53   186   76   0   35
54   149   75   0   43
55   187   104   0   39
56   178   94   0   36
57   183   93   0   37
58   194   132   0   39
59   227   159   0   42
60   200   135   0   63
61   203   154   0   57
62   232   166   0   56
63   236   179   0   60
64   260   209   0   60
65   263   243   0   78
66   252   278   0   65
67   275   277   0   86
68   312   300   0   100
69   314   347   0   115
70   305   378   0   102
71   310   455   0   114
72   349   440   0   116
73   385   448   0   140
74   390   526   0   154
75   363   605   0   157
76   394   588   0   179
77   399   653   0   174
78   412   798   0   203
79   510   846   0   199
80   493   907   0   266
81   551   999   0   262
82   538   1064   0   286
83   513   1151   0   327
84   571   1255   0   336
85   598   1345   0   369
86   585   1528   0   387
87   617   1662   0   422
88   640   1823   0   487
89   704   2028   0   480
90   658   2243   0   561
91   748   2397   0   600
92   770   2667   0   678
93   754   2952   0   724
94   851   3240   0   797
95   849   3541   0   881
96   885   4007   74   1003
97   933   4581   304   1126
98   954   5319   1083   1417
99   951   6041   4432   1641
