Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1681484217,Capture flow 1,RX,0.25552697144264,2461.2357889355,2502.1201043663,19292301,23227930404
1681484218,Capture flow 1,RX,0.25515585361844,2457.6611820528,2498.4861186317,19547457,23535138228
1681484219,Capture flow 1,RX,0.25538386680693,2459.8574050844,2500.7188237735,19802841,23842620564
1681484220,Capture flow 1,RX,0.25506588597666,2456.7946137272,2497.6051554835,20057907,24149720028
1681484221,Capture flow 1,RX,0.25545377921964,2460.5308014436,2501.4034061187,20313361,24457286644
1681484222,Capture flow 1,RX,0.25544091055039,2460.4068504214,2501.2773961095,20568802,24764837608
1681484223,Capture flow 1,RX,0.25520499809857,2458.1345416855,2498.9673413812,20824007,25072104428
1681484224,Capture flow 1,RX,0.25537690486469,2459.7903476567,2500.650652435,21079384,25379578336
1681484225,Capture flow 1,RX,0.28971068701564,2790.4933373347,2836.8470472572,21369095,25728390380
1681484226,Capture flow 1,RX,0.34035763990759,3278.3247875899,3332.7820099751,21709453,26138181412
1681484227,Capture flow 1,RX,0.34043762206777,3279.0951757567,3333.5651952876,22049891,26548068764
1681484228,Capture flow 1,RX,0.34060691371755,3280.7257929274,3335.2228991222,22390498,26958159592
1681484229,Capture flow 1,RX,0.34061577921268,3280.8111853765,3335.3097100505,22731114,27368261256
1681484230,Capture flow 1,RX,0.34022589100014,3277.0557821134,3331.4919246734,23071340,27777893360
1681484231,Capture flow 1,RX,0.34041287318632,3278.8567945307,3333.3228542405,23411753,28187750612
1681484232,Capture flow 1,RX,0.34024689859852,3277.258127301,3331.6976310767,23752000,28597408000
1681484233,Capture flow 1,RX,0.33942780527207,3269.3686203805,3323.6770692241,24091428,29006079312
1681484234,Capture flow 1,RX,0.34053296194248,3280.0134894299,3334.4987633407,24431961,29416081044
1681484235,Capture flow 1,RX,0.41086286530866,3957.431118653,4023.1691771024,24842824,29910760096
1681484236,Capture flow 1,RX,0.510755946724,4919.6012788456,5001.3222303214,25353580,30525710320
1681484237,Capture flow 1,RX,0.51079868031727,4920.012888816,5001.7406776667,25864379,31140712316
1681484238,Capture flow 1,RX,0.51022658563821,4914.5024728673,4996.1387265694,26374606,31755025624
1681484239,Capture flow 1,RX,0.51041397718272,4916.3074282239,4997.9736645732,26885020,32369564080
1681484240,Capture flow 1,RX,0.51118083623046,4923.6938145718,5005.4827483686,27396201,32985026004
1681484241,Capture flow 1,RX,0.51048134201485,4916.956286287,4998.6333010094,27906683,33599646332
1681484242,Capture flow 1,RX,0.51036793155433,4915.8639167313,4997.52278578,28417051,34214129404
1681484243,Capture flow 1,RX,0.50860444674783,4898.8780310751,4980.2547425548,28925656,34826489824
1681484244,Capture flow 1,RX,0.51119853533544,4923.864292351,5005.6560580046,29436855,35441973420
1681484245,Capture flow 1,RX,0.72422913125567,6975.7749922546,7091.6516532555,30161085,36313946340
1681484246,Capture flow 1,RX,1.0212439619557,9836.6218415573,10000.02087547,31182329,37543524116
1681484247,Capture flow 1,RX,1.0212434065092,9836.6164914967,10000.015436538,32203573,38773101892
1681484248,Capture flow 1,RX,1.01901180802,9815.1217348482,9978.1636241314,33222586,39999993544
1681484249,Capture flow 1,RX,1.0212432086791,9836.6145859971,10000.013499386,34243830,41229571320
1681484250,Capture flow 1,RX,1.021243911933,9836.6213597387,10000.020385648,35265075,42459150300
1681484251,Capture flow 1,RX,1.02124346738,9836.6170778044,10000.016032585,36286319,43688728076
1681484252,Capture flow 1,RX,1.0212441325898,9836.6234851046,10000.022546319,37307564,44918307056
1681484253,Capture flow 1,RX,1.0174135072791,9799.7269021124,9962.5130632771,38324978,46143273512
1681484254,Capture flow 1,RX,1.0212438021697,9836.6203024982,10000.019310845,39346222,47372851288
1681484255,Capture flow 1,RX,0.6323953897111,6091.2323936973,6192.4156560511,39978620,48134258480
1681484256,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484257,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484258,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484259,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484260,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484261,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484262,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484263,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484264,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484265,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484266,Capture flow 1,RX,0,0,0,39978620,48134258480
1681484267,Capture flow 1,RX,0.47593567367612,4584.2124088483,4660.3621166365,39978620,48134258480
