Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1681485015,Capture flow 1,RX,0,0,0,0,0
1681485016,Capture flow 1,RX,0,0,0,0,0
1681485017,Capture flow 1,RX,0,0,0,0,0
1681485018,Capture flow 1,RX,0,0,0,0,0
1681485019,Capture flow 1,RX,0,0,0,0,0
1681485020,Capture flow 1,RX,0.76753622227169,7392.908892921,7515.7146884844,767537,924114548
1681485021,Capture flow 1,RX,1.0212395891233,9836.5797224356,9999.9780566953,1788777,2153687508
1681485022,Capture flow 1,RX,1.0212395130351,9836.5789895536,9999.9773116392,2810017,3383260468
1681485023,Capture flow 1,RX,1.0212396728204,9836.5805286058,9999.9788762571,3831257,4612833428
1681485024,Capture flow 1,RX,1.0212391097676,9836.5751052811,9999.9733628439,4852497,5842406388
1681485025,Capture flow 1,RX,1.0212398510667,9836.5822454744,9999.9806216451,5873738,7071980552
1681485026,Capture flow 1,RX,1.0212396119498,9836.5799423002,9999.9782802121,6894978,8301553512
1681485027,Capture flow 1,RX,1.0212395815145,9836.5796491474,9999.9779821897,7916218,9531126472
1681485028,Capture flow 1,RX,1.0212396119498,9836.5799423002,9999.9782802121,8937458,10760699432
1681485029,Capture flow 1,RX,1.0212396043409,9836.579869012,9999.9782057065,9958698,11990272392
1681485030,Capture flow 1,RX,0.26988187734262,2599.5022425641,2642.683342939,10228580,12315210320
1681485031,Capture flow 1,RX,0.012988994677345,125.10999673218,127.18823588056,10241569,12330849076
1681485032,Capture flow 1,RX,0.014230995016629,137.07294400017,139.34990320283,10255800,12347983200
1681485033,Capture flow 1,RX,0.014062994551571,135.45476352074,137.70484264899,10269863,12364915052
1681485034,Capture flow 1,RX,0.013847993706289,133.38387537897,135.59955437198,10283711,12381588044
1681485035,Capture flow 1,RX,0.014245994480672,137.21741883783,139.49677795474,10297957,12398740228
1681485036,Capture flow 1,RX,0.013745993752646,132.40141182549,134.60077082591,10311703,12415290412
1681485037,Capture flow 1,RX,0.014156994515153,136.36017116995,138.62529029238,10325860,12432335440
