Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1681485051,Capture flow 3,RX,0.0075109955230978,72.345908878478,73.547668162174,10143806,12213142424
1681485052,Capture flow 3,RX,0.0076099982423339,73.29950307016,74.517102788934,10151416,12222304864
1681485053,Capture flow 3,RX,0.0072159955914047,69.504469536411,70.659028831035,10158632,12230992928
1681485054,Capture flow 3,RX,0.0074169965185614,71.440510466783,72.627229909753,10166049,12239922996
1681485055,Capture flow 3,RX,0.0076339969286037,73.530658416311,74.752097924887,10173683,12249114332
1681485056,Capture flow 3,RX,0.0079889989881144,76.950038253518,78.228278091616,10181672,12258733088
1681485057,Capture flow 3,RX,0.0075779920955383,72.991219864225,74.203698599511,10189250,12267857000
1681485058,Capture flow 3,RX,0.0078159892850069,75.283608793187,76.534167078788,10197066,12277267464
1681485059,Capture flow 3,RX,0.0078969934102352,76.063840527385,77.327359473023,10204963,12286775452
1681485060,Capture flow 3,RX,0.77894191294646,7502.7685055003,7627.3992115717,10983905,13224621620
1681485061,Capture flow 3,RX,1.0105243374486,9733.3704183051,9895.0543122968,11994430,14441293720
1681485062,Capture flow 3,RX,1.0109686610463,9737.6501431984,9899.4051289658,13005399,15658500396
1681485063,Capture flow 3,RX,1.0102467806381,9730.6969911066,9892.3364760087,14015647,16874838988
1681485064,Capture flow 3,RX,0.99995647848206,9631.5808007392,9791.5738372963,15015604,18078787216
1681485065,Capture flow 3,RX,1.0122918309649,9750.394915854,9912.3616088084,16027897,19297587988
1681485066,Capture flow 3,RX,1.012143997039,9748.9709794793,9910.9140190055,17040042,20516210568
1681485067,Capture flow 3,RX,1.0123406228737,9750.8648795198,9912.8393791796,18052383,21735069132
1681485068,Capture flow 3,RX,1.010899608347,9736.985027598,9898.7289649335,19063283,22952192732
1681485069,Capture flow 3,RX,1.0085007902595,9713.8796117791,9875.2397382206,20071785,24166429140
1681485070,Capture flow 3,RX,0.2226579137356,2144.6410251013,2180.266291299,20294443,24434509372
1681485071,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485072,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485073,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485074,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485075,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485076,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485077,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485078,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485079,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485080,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485081,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485082,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485083,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485084,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485085,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485086,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485087,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485088,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485089,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485090,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485091,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485092,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485093,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485094,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485095,Capture flow 3,RX,0,0,0,20294443,24434509372
1681485095,Capture flow 3,RX,0.25368037402927,2443.4493626499,2484.0382224946,20294443,24434509372
