Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1681485078,Capture flow 2,RX,1.0073665496721,9702.9546064413,9864.1332543888,19088575,22982644300
1681485079,Capture flow 2,RX,0.99293257831832,9563.9265943621,9722.795806893,20081508,24178135632
1681485080,Capture flow 2,RX,0.23391592331638,2253.0781733834,2290.504721114,20315424,24459770496
1681485081,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485082,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485083,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485084,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485085,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485086,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485087,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485088,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485089,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485090,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485091,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485092,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485093,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485094,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485095,Capture flow 2,RX,0,0,0,20315424,24459770496
1681485095,Capture flow 2,RX,0.25394268762951,2445.9759672474,2486.6067972682,20315424,24459770496
